Chr;Left;Right;Motif name;Frequency;Occuriencies around loop;Occuriencies in genome
chr3;979;990;srfA_M1297_1.02;0.00081;1;1240
chr3;979;990;gtaL_M0780_1.02;0.00571;2;350
chr3;979;990;hbx10_M0878_1.02;0.00032;1;3127
chr3;979;990;gtaC_M0776_1.02;0.00345;2;579
chr3;979;990;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;3026;3033;mybG_M1351_1.02;0.00013;1;7662
chr2;3026;3033;gtaE_M0773_1.02;0.00057;1;1766
chr2;3026;3033;gbfA_M1673_1.02;0.00047;2;4289
chr2;431;436;hbx5-1_M0873_1.02;0.00028;3;10702
chr2;431;436;hbx5-2_M0874_1.02;0.00098;3;3073
chr2;431;436;hbx10_M0878_1.02;0.00064;2;3127
chr2;431;436;gtaN_M0781_1.02;0.00610;1;164
chr1;403;410;mybG_M1351_1.02;0.00013;1;7662
chr1;403;410;stkA_M0775_1.02;0.00172;1;583
chr1;403;410;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr1;403;410;gbfA_M1673_1.02;0.00023;1;4289
chr2;3094;3104;gtaC_M0776_1.02;0.00173;1;579
chr2;3094;3104;gtaE_M0773_1.02;0.00057;1;1766
chr2;3094;3104;hbx10_M0878_1.02;0.00128;4;3127
chr4;428;438;bzpH_M0283_1.02;0.00036;2;5514
chr4;428;438;hbx2_M0875_1.02;0.00211;1;474
chr3;2160;2169;mybG_M1351_1.02;0.00026;2;7662
chr3;2160;2169;hbx5-1_M0873_1.02;0.00028;3;10702
chr3;2160;2169;gbfA_M1673_1.02;0.00023;1;4289
chr3;2160;2169;bzpJ_M0282_1.02;0.00099;1;1011
chr5;2067;2075;hbx5-1_M0873_1.02;0.00056;6;10702
chr5;2067;2075;srfA_M1297_1.02;0.00081;1;1240
chr5;2067;2075;mybV_M1348_1.02;0.00041;1;2436
chr5;2067;2075;E2F_M0666_1.02;0.00126;1;796
chr1;2427;2435;hbx5-1_M0873_1.02;0.00028;3;10702
chr1;2427;2435;gtaT_M0778_1.02;0.00188;1;532
chr1;2427;2435;hbx5-2_M0874_1.02;0.00033;1;3073
chr4;130;139;hbx5-1_M0873_1.02;0.00009;1;10702
chr6;1299;1311;hbx5-1_M0873_1.02;0.00037;4;10702
chr6;1299;1311;mybV_M1348_1.02;0.00041;1;2436
chr6;1299;1311;gtaT_M0778_1.02;0.00188;1;532
chr6;1299;1311;hbx10_M0878_1.02;0.00032;1;3127
chr6;1299;1311;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr6;1299;1311;E2F_M0666_1.02;0.00251;2;796
chr1;606;614;mybG_M1351_1.02;0.00026;2;7662
chr1;606;614;hbx5-1_M0873_1.02;0.00019;2;10702
chr1;606;614;gtaE_M0773_1.02;0.00057;1;1766
chr6;1189;1199;mybG_M1351_1.02;0.00013;1;7662
chr6;1189;1199;hbx5-1_M0873_1.02;0.00019;2;10702
chr6;1189;1199;hbx5-2_M0874_1.02;0.00065;2;3073
chr6;1189;1199;mybV_M1348_1.02;0.00041;1;2436
chr3;1551;1561;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;1551;1561;srfA_M1297_1.02;0.00161;2;1240
chr3;1551;1561;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr3;1551;1561;hbx10_M0878_1.02;0.00032;1;3127
chr3;1551;1561;gtaE_M0773_1.02;0.00113;2;1766
chr6;221;231;hbx5-1_M0873_1.02;0.00028;3;10702
chr6;221;231;gtaE_M0773_1.02;0.00057;1;1766
chr6;221;231;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr6;221;231;gtaT_M0778_1.02;0.00188;1;532
chr6;221;231;DDB_G0270590_M1714_1.02;0.00228;1;439
chr1;1895;1900;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;1895;1900;mybG_M1351_1.02;0.00013;1;7662
chr1;1895;1900;bzpH_M0283_1.02;0.00036;2;5514
chr1;1895;1900;gbfA_M1673_1.02;0.00023;1;4289
chr1;1895;1900;hbx5-2_M0874_1.02;0.00033;1;3073
chr1;1895;1900;hbx10_M0878_1.02;0.00032;1;3127
chr3;2331;2338;hbx5-1_M0873_1.02;0.00019;2;10702
chr3;2331;2338;mybV_M1348_1.02;0.00041;1;2436
chr3;2331;2338;mybG_M1351_1.02;0.00013;1;7662
chr3;2331;2338;gtaT_M0778_1.02;0.00564;3;532
chr3;2331;2338;gtaE_M0773_1.02;0.00057;1;1766
chr3;2331;2338;gbfA_M1673_1.02;0.00023;1;4289
chr3;2331;2338;hbx10_M0878_1.02;0.00064;2;3127
chr3;2331;2338;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;114;126;mybG_M1351_1.02;0.00013;1;7662
chr2;114;126;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;1367;1376;mybG_M1351_1.02;0.00013;1;7662
chr4;1367;1376;stkA_M0775_1.02;0.00172;1;583
chr4;1367;1376;DDB_G0275333_M0101_1.02;0.00094;2;2125
chr4;1367;1376;hbx2_M0875_1.02;0.00211;1;474
chr4;1367;1376;hbx5-1_M0873_1.02;0.00019;2;10702
chr1;833;844;hbx5-1_M0873_1.02;0.00019;2;10702
chr1;833;844;hbx5-2_M0874_1.02;0.00033;1;3073
chr1;833;844;gbfA_M1673_1.02;0.00023;1;4289
chr1;833;844;bzpQ_M0286_1.02;0.00169;1;593
chr1;833;844;srfA_M1297_1.02;0.00081;1;1240
chr4;698;707;hbx5-1_M0873_1.02;0.00037;4;10702
chr4;698;707;hbx7_M0876_1.02;0.00292;1;343
chr4;698;707;bzpH_M0283_1.02;0.00036;2;5514
chr4;698;707;gtaE_M0773_1.02;0.00057;1;1766
chr4;698;707;gbfA_M1673_1.02;0.00023;1;4289
chr4;698;707;hbx5-2_M0874_1.02;0.00033;1;3073
chr1;253;257;hbx5-1_M0873_1.02;0.00037;4;10702
chr1;253;257;gtaE_M0773_1.02;0.00057;1;1766
chr1;253;257;hbx5-2_M0874_1.02;0.00033;1;3073
chr1;2280;2285;hbx5-1_M0873_1.02;0.00028;3;10702
chr1;2280;2285;gbfA_M1673_1.02;0.00023;1;4289
chr1;2280;2285;DDB_G0270590_M1714_1.02;0.00228;1;439
chr1;2280;2285;hbx9_M0877_1.02;0.00166;1;602
chr3;1987;1998;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;1987;1998;hbx4_M0872_1.02;0.00218;1;459
chr3;1987;1998;srfA_M1297_1.02;0.00081;1;1240
chr3;1987;1998;hbx2_M0875_1.02;0.00211;1;474
chr3;1987;1998;gbfA_M1673_1.02;0.00023;1;4289
chr3;1987;1998;hbx5-2_M0874_1.02;0.00033;1;3073
chr6;1557;1567;hbx5-1_M0873_1.02;0.00009;1;10702
chr6;1557;1567;srfA_M1297_1.02;0.00161;2;1240
chr6;1557;1567;gbfA_M1673_1.02;0.00023;1;4289
chr6;1557;1567;hbx5-2_M0874_1.02;0.00033;1;3073
chr6;1557;1567;hbx10_M0878_1.02;0.00032;1;3127
chr6;1557;1567;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr5;2487;2495;mybG_M1351_1.02;0.00013;1;7662
chr5;2487;2495;mybZ_M1350_1.02;0.00214;1;467
chr5;2487;2495;hbx10_M0878_1.02;0.00032;1;3127
chr5;2487;2495;mybV_M1348_1.02;0.00041;1;2436
chr1;666;677;hbx5-1_M0873_1.02;0.00028;3;10702
chr1;666;677;hbx9_M0877_1.02;0.00166;1;602
chr1;666;677;hbx5-2_M0874_1.02;0.00033;1;3073
chr1;1290;1304;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;1290;1304;gtaE_M0773_1.02;0.00057;1;1766
chr1;1290;1304;hbx5-2_M0874_1.02;0.00033;1;3073
chr1;1590;1599;hbx5-1_M0873_1.02;0.00037;4;10702
chr1;1590;1599;srfA_M1297_1.02;0.00081;1;1240
chr1;1590;1599;gbfA_M1673_1.02;0.00070;3;4289
chr1;1590;1599;DDB_G0270590_M1714_1.02;0.00456;2;439
chr5;737;753;mybG_M1351_1.02;0.00026;2;7662
chr5;737;753;hbx5-1_M0873_1.02;0.00028;3;10702
chr5;737;753;hbx5-2_M0874_1.02;0.00033;1;3073
chr5;737;753;mybZ_M1350_1.02;0.00214;1;467
chr5;1085;1096;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;1085;1096;mybV_M1348_1.02;0.00041;1;2436
chr6;1273;1290;hbx4_M0872_1.02;0.00218;1;459
chr6;1273;1290;mybV_M1348_1.02;0.00123;3;2436
chr6;1273;1290;hbx2_M0875_1.02;0.00211;1;474
chr4;145;151;mybG_M1351_1.02;0.00026;2;7662
chr4;145;151;hbx5-1_M0873_1.02;0.00019;2;10702
chr4;145;151;gbfA_M1673_1.02;0.00023;1;4289
chr4;145;151;hbx5-2_M0874_1.02;0.00033;1;3073
chr4;1115;1129;mybG_M1351_1.02;0.00013;1;7662
chr4;1115;1129;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;1115;1129;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr3;2098;2107;hbx5-1_M0873_1.02;0.00028;3;10702
chr6;822;829;hbx5-1_M0873_1.02;0.00009;1;10702
chr6;822;829;hbx5-2_M0874_1.02;0.00033;1;3073
chr6;822;829;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr6;822;829;hbx10_M0878_1.02;0.00032;1;3127
chr6;822;829;gtaE_M0773_1.02;0.00057;1;1766
chr4;1988;1997;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;1988;1997;srfA_M1297_1.02;0.00081;1;1240
chr4;1988;1997;hbx10_M0878_1.02;0.00032;1;3127
chr4;1988;1997;gtaE_M0773_1.02;0.00057;1;1766
chr3;716;724;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;716;724;gtaT_M0778_1.02;0.00376;2;532
chr3;716;724;hbx10_M0878_1.02;0.00032;1;3127
chr3;716;724;mybV_M1348_1.02;0.00123;3;2436
chr5;1947;1958;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;1947;1958;hbx9_M0877_1.02;0.00166;1;602
chr5;1947;1958;mybG_M1351_1.02;0.00013;1;7662
chr5;1947;1958;srfA_M1297_1.02;0.00161;2;1240
chr5;1947;1958;gbfA_M1673_1.02;0.00023;1;4289
chr5;1947;1958;hbx10_M0878_1.02;0.00064;2;3127
chr2;2939;2946;hbx5-1_M0873_1.02;0.00019;2;10702
chr2;2939;2946;hbx4_M0872_1.02;0.00218;1;459
chr2;2939;2946;gtaE_M0773_1.02;0.00057;1;1766
chr2;2939;2946;gbfA_M1673_1.02;0.00047;2;4289
chr2;2939;2946;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;2939;2946;mybZ_M1350_1.02;0.00214;1;467
chr6;840;848;gtaE_M0773_1.02;0.00057;1;1766
chr5;1355;1364;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;1355;1364;mybV_M1348_1.02;0.00041;1;2436
chr2;528;536;hbx5-1_M0873_1.02;0.00019;2;10702
chr2;528;536;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;528;536;hbx10_M0878_1.02;0.00032;1;3127
chr2;528;536;hbx4_M0872_1.02;0.00218;1;459
chr2;528;536;gtaE_M0773_1.02;0.00057;1;1766
chr5;1421;1427;hbx5-1_M0873_1.02;0.00009;1;10702
chr6;276;282;hbx5-1_M0873_1.02;0.00009;1;10702
chr6;276;282;gtaN_M0781_1.02;0.00610;1;164
chr5;969;976;bzpH_M0283_1.02;0.00036;2;5514
chr5;969;976;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr5;1933;1946;mybG_M1351_1.02;0.00013;1;7662
chr5;1933;1946;hbx10_M0878_1.02;0.00032;1;3127
chr3;672;680;mybG_M1351_1.02;0.00013;1;7662
chr3;672;680;hbx9_M0877_1.02;0.00166;1;602
chr3;672;680;mybE_M1349_1.02;0.00171;1;584
chr3;672;680;hbx10_M0878_1.02;0.00064;2;3127
chr3;672;680;gtaE_M0773_1.02;0.00057;1;1766
chr6;485;496;mybG_M1351_1.02;0.00013;1;7662
chr6;485;496;hbx5-1_M0873_1.02;0.00009;1;10702
chr6;485;496;bzpH_M0283_1.02;0.00036;2;5514
chr6;485;496;bzpJ_M0282_1.02;0.00099;1;1011
chr6;485;496;hbx10_M0878_1.02;0.00032;1;3127
chr5;1278;1285;mybG_M1351_1.02;0.00026;2;7662
chr5;1278;1285;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;1278;1285;gbfA_M1673_1.02;0.00023;1;4289
chr5;1278;1285;mybZ_M1350_1.02;0.00214;1;467
chr6;202;209;hbx5-1_M0873_1.02;0.00028;3;10702
chr6;202;209;hbx5-2_M0874_1.02;0.00065;2;3073
chr4;1986;1992;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr4;1986;1992;gbfA_M1673_1.02;0.00047;2;4289
chr1;811;819;mybG_M1351_1.02;0.00013;1;7662
chr1;811;819;bzpH_M0283_1.02;0.00036;2;5514
chr1;811;819;gtaE_M0773_1.02;0.00057;1;1766
chr1;292;305;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;292;305;bzpH_M0283_1.02;0.00036;2;5514
chr1;292;305;hbx10_M0878_1.02;0.00032;1;3127
chr5;1251;1260;mybG_M1351_1.02;0.00039;3;7662
chr5;1251;1260;srfA_M1297_1.02;0.00081;1;1240
chr5;1251;1260;hbx10_M0878_1.02;0.00032;1;3127
chr5;1251;1260;mybV_M1348_1.02;0.00041;1;2436
chr3;1967;1977;gtaE_M0773_1.02;0.00057;1;1766
chr3;1967;1977;gbfA_M1673_1.02;0.00070;3;4289
chr3;1967;1977;gtaT_M0778_1.02;0.00188;1;532
chr3;1967;1977;hbx10_M0878_1.02;0.00032;1;3127
chr4;2473;2483;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;2473;2483;DDB_G0270590_M1714_1.02;0.00228;1;439
chr4;2473;2483;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;2296;2303;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;2296;2303;mybV_M1348_1.02;0.00082;2;2436
chr2;2296;2303;mybG_M1351_1.02;0.00013;1;7662
chr2;2296;2303;bzpJ_M0282_1.02;0.00198;2;1011
chr2;2296;2303;hbx2_M0875_1.02;0.00211;1;474
chr2;2296;2303;bzpH_M0283_1.02;0.00036;2;5514
chr2;2296;2303;hbx10_M0878_1.02;0.00032;1;3127
chr1;1383;1391;mybG_M1351_1.02;0.00013;1;7662
chr1;1383;1391;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr3;2729;2739;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;2729;2739;mybG_M1351_1.02;0.00013;1;7662
chr3;2729;2739;gtaE_M0773_1.02;0.00057;1;1766
chr3;2729;2739;hbx10_M0878_1.02;0.00064;2;3127
chr3;2729;2739;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr3;2729;2739;DDB_G0270590_M1714_1.02;0.00228;1;439
chr5;777;788;mybG_M1351_1.02;0.00039;3;7662
chr5;777;788;hbx5-1_M0873_1.02;0.00019;2;10702
chr5;777;788;mybE_M1349_1.02;0.00171;1;584
chr5;777;788;mybA_M1354_1.02;0.00467;1;214
chr5;777;788;gtaE_M0773_1.02;0.00057;1;1766
chr3;1383;1399;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;1383;1399;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr3;1383;1399;mybE_M1349_1.02;0.00171;1;584
chr3;1383;1399;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;1383;1399;gtaH_M0777_1.02;0.00277;1;361
chr4;233;242;hbx5-1_M0873_1.02;0.00019;2;10702
chr4;233;242;srfA_M1297_1.02;0.00081;1;1240
chr4;233;242;hbx5-2_M0874_1.02;0.00033;1;3073
chr4;233;242;hbx9_M0877_1.02;0.00166;1;602
chr5;2086;2098;mybG_M1351_1.02;0.00013;1;7662
chr5;2086;2098;hbx5-1_M0873_1.02;0.00028;3;10702
chr5;2086;2098;bzpH_M0283_1.02;0.00109;6;5514
chr5;2086;2098;gtaE_M0773_1.02;0.00057;1;1766
chr1;2406;2413;hbx5-1_M0873_1.02;0.00028;3;10702
chr1;2406;2413;stkA_M0775_1.02;0.00172;1;583
chr1;2406;2413;mybV_M1348_1.02;0.00041;1;2436
chr1;2406;2413;mybG_M1351_1.02;0.00013;1;7662
chr1;2406;2413;hbx10_M0878_1.02;0.00032;1;3127
chr1;2406;2413;hbx5-2_M0874_1.02;0.00065;2;3073
chr5;1738;1746;mybG_M1351_1.02;0.00013;1;7662
chr5;1738;1746;hbx4_M0872_1.02;0.00218;1;459
chr5;1738;1746;hbx10_M0878_1.02;0.00032;1;3127
chr2;388;398;hbx5-1_M0873_1.02;0.00028;3;10702
chr2;388;398;DDB_G0275333_M0101_1.02;0.00141;3;2125
chr2;388;398;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;388;398;gbfA_M1673_1.02;0.00023;1;4289
chr2;3679;3686;gbfA_M1673_1.02;0.00023;1;4289
chr2;3679;3686;mybZ_M1350_1.02;0.00214;1;467
chr2;186;194;hbx5-1_M0873_1.02;0.00028;3;10702
chr2;186;194;hbx10_M0878_1.02;0.00032;1;3127
chr2;186;194;mybV_M1348_1.02;0.00041;1;2436
chr3;1222;1231;stkA_M0775_1.02;0.00172;1;583
chr3;1222;1231;mybV_M1348_1.02;0.00041;1;2436
chr3;1222;1231;gtaL_M0780_1.02;0.00286;1;350
chr3;1222;1231;bzpH_M0283_1.02;0.00036;2;5514
chr3;1222;1231;gtaE_M0773_1.02;0.00057;1;1766
chr3;1222;1231;gtaC_M0776_1.02;0.00345;2;579
chr4;146;156;hbx5-1_M0873_1.02;0.00019;2;10702
chr4;146;156;bzpH_M0283_1.02;0.00036;2;5514
chr4;146;156;gtaE_M0773_1.02;0.00057;1;1766
chr4;146;156;gbfA_M1673_1.02;0.00023;1;4289
chr4;146;156;hbx5-2_M0874_1.02;0.00033;1;3073
chr4;146;156;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr4;146;156;bzpQ_M0286_1.02;0.00169;1;593
chr2;3669;3675;mybG_M1351_1.02;0.00026;2;7662
chr2;3669;3675;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;3669;3675;bzpJ_M0282_1.02;0.00099;1;1011
chr5;40;45;hbx5-1_M0873_1.02;0.00047;5;10702
chr5;40;45;gtaE_M0773_1.02;0.00057;1;1766
chr5;40;45;gbfA_M1673_1.02;0.00023;1;4289
chr5;40;45;hbx5-2_M0874_1.02;0.00065;2;3073
chr5;40;45;mybA_M1354_1.02;0.00467;1;214
chr2;2533;2547;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr2;2533;2547;hbx10_M0878_1.02;0.00032;1;3127
chr5;1450;1463;mybG_M1351_1.02;0.00026;2;7662
chr5;1450;1463;hbx5-1_M0873_1.02;0.00019;2;10702
chr5;1450;1463;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr5;1450;1463;gtaH_M0777_1.02;0.00277;1;361
chr6;964;973;mybG_M1351_1.02;0.00013;1;7662
chr6;964;973;hbx5-1_M0873_1.02;0.00019;2;10702
chr6;964;973;bzpJ_M0282_1.02;0.00099;1;1011
chr1;825;832;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;825;832;mybA_M1354_1.02;0.00467;1;214
chr1;825;832;mybG_M1351_1.02;0.00013;1;7662
chr1;825;832;bzpH_M0283_1.02;0.00036;2;5514
chr1;825;832;gtaE_M0773_1.02;0.00057;1;1766
chr1;825;832;gbfA_M1673_1.02;0.00047;2;4289
chr1;825;832;hbx5-2_M0874_1.02;0.00033;1;3073
chr1;825;832;hbx10_M0878_1.02;0.00032;1;3127
chr1;825;832;mybV_M1348_1.02;0.00041;1;2436
chr3;114;124;mybQ_M1353_1.02;0.00435;1;230
chr3;114;124;mybG_M1351_1.02;0.00013;1;7662
chr3;114;124;bzpS_M0288_1.02;0.00427;2;468
chr3;114;124;bzpH_M0283_1.02;0.00036;2;5514
chr3;114;124;hbx7_M0876_1.02;0.00292;1;343
chr3;114;124;hbx10_M0878_1.02;0.00032;1;3127
chr1;762;770;hbx5-1_M0873_1.02;0.00019;2;10702
chr1;762;770;stkA_M0775_1.02;0.00172;1;583
chr1;762;770;mybG_M1351_1.02;0.00026;2;7662
chr1;762;770;gtaE_M0773_1.02;0.00057;1;1766
chr1;762;770;hbx5-2_M0874_1.02;0.00033;1;3073
chr1;762;770;gtaC_M0776_1.02;0.00173;1;579
chr4;1352;1367;hbx5-1_M0873_1.02;0.00037;4;10702
chr4;1352;1367;mybG_M1351_1.02;0.00013;1;7662
chr4;1352;1367;gbfA_M1673_1.02;0.00023;1;4289
chr4;1352;1367;hbx10_M0878_1.02;0.00032;1;3127
chr4;1352;1367;hbx5-2_M0874_1.02;0.00033;1;3073
chr4;1352;1367;DDB_G0275333_M0101_1.02;0.00094;2;2125
chr1;552;560;mybG_M1351_1.02;0.00013;1;7662
chr1;552;560;stkA_M0775_1.02;0.00172;1;583
chr1;552;560;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr1;552;560;bzpH_M0283_1.02;0.00036;2;5514
chr1;552;560;mybV_M1348_1.02;0.00041;1;2436
chr4;1062;1067;mybG_M1351_1.02;0.00013;1;7662
chr4;1062;1067;hbx5-1_M0873_1.02;0.00056;6;10702
chr4;1062;1067;gbfA_M1673_1.02;0.00023;1;4289
chr4;1062;1067;hbx10_M0878_1.02;0.00032;1;3127
chr5;2446;2458;mybG_M1351_1.02;0.00013;1;7662
chr5;2446;2458;DDB_G0275333_M0101_1.02;0.00188;4;2125
chr5;2446;2458;hbx9_M0877_1.02;0.00166;1;602
chr1;1508;1516;mybG_M1351_1.02;0.00013;1;7662
chr1;1508;1516;bzpH_M0283_1.02;0.00036;2;5514
chr1;1508;1516;gbfA_M1673_1.02;0.00023;1;4289
chr3;2876;2883;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;2876;2883;bzpH_M0283_1.02;0.00036;2;5514
chr3;2876;2883;gtaG_M0774_1.02;0.00578;1;173
chr6;382;388;hbx5-1_M0873_1.02;0.00028;3;10702
chr6;382;388;mybG_M1351_1.02;0.00013;1;7662
chr6;382;388;bzpJ_M0282_1.02;0.00099;1;1011
chr6;382;388;bzpH_M0283_1.02;0.00036;2;5514
chr6;382;388;gbfA_M1673_1.02;0.00070;3;4289
chr6;382;388;hbx5-2_M0874_1.02;0.00033;1;3073
chr6;382;388;DDB_G0270590_M1714_1.02;0.00228;1;439
chr2;2836;2845;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;2836;2845;bzpH_M0283_1.02;0.00036;2;5514
chr2;2836;2845;hbx10_M0878_1.02;0.00032;1;3127
chr2;2836;2845;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;2836;2845;gtaE_M0773_1.02;0.00057;1;1766
chr5;695;702;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr5;695;702;DDB_G0270590_M1714_1.02;0.00228;1;439
chr5;695;702;mybZ_M1350_1.02;0.00214;1;467
chr5;695;702;gbfA_M1673_1.02;0.00023;1;4289
chr2;522;527;bzpH_M0283_1.02;0.00036;2;5514
chr2;522;527;gbfA_M1673_1.02;0.00047;2;4289
chr2;522;527;mybV_M1348_1.02;0.00041;1;2436
chr1;1449;1461;hbx5-1_M0873_1.02;0.00019;2;10702
chr1;1449;1461;hbx10_M0878_1.02;0.00032;1;3127
chr1;1449;1461;E2F_M0666_1.02;0.00251;2;796
chr3;2900;2907;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;2900;2907;mybE_M1349_1.02;0.00171;1;584
chr3;2900;2907;hbx10_M0878_1.02;0.00032;1;3127
chr4;2459;2469;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;2459;2469;gbfA_M1673_1.02;0.00023;1;4289
chr1;1741;1749;bzpH_M0283_1.02;0.00036;2;5514
chr1;1741;1749;stkA_M0775_1.02;0.00172;1;583
chr1;1741;1749;gbfA_M1673_1.02;0.00023;1;4289
chr1;783;792;hbx5-1_M0873_1.02;0.00028;3;10702
chr1;783;792;mybQ_M1353_1.02;0.00435;1;230
chr1;783;792;mybG_M1351_1.02;0.00039;3;7662
chr1;783;792;mybAA_M1347_1.02;0.00330;1;303
chr1;783;792;srfA_M1297_1.02;0.00081;1;1240
chr1;783;792;gbfA_M1673_1.02;0.00023;1;4289
chr1;783;792;DDB_G0275333_M0101_1.02;0.00094;2;2125
chr6;622;629;hbx5-1_M0873_1.02;0.00019;2;10702
chr6;622;629;bzpH_M0283_1.02;0.00036;2;5514
chr6;622;629;gbfA_M1673_1.02;0.00047;2;4289
chr6;622;629;hbx10_M0878_1.02;0.00032;1;3127
chr6;622;629;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;2568;2582;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr2;2568;2582;hbx10_M0878_1.02;0.00032;1;3127
chr3;360;368;hbx5-1_M0873_1.02;0.00028;3;10702
chr3;360;368;gbfA_M1673_1.02;0.00023;1;4289
chr3;360;368;bzpJ_M0282_1.02;0.00099;1;1011
chr4;151;162;mybG_M1351_1.02;0.00013;1;7662
chr4;151;162;gbfA_M1673_1.02;0.00023;1;4289
chr2;2357;2365;hbx5-1_M0873_1.02;0.00019;2;10702
chr2;2357;2365;dimB_M0289_1.02;0.00324;1;309
chr2;2357;2365;mybG_M1351_1.02;0.00013;1;7662
chr2;2357;2365;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;2357;2365;hbx10_M0878_1.02;0.00032;1;3127
chr2;2357;2365;bzpQ_M0286_1.02;0.00169;1;593
chr1;2275;2280;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;2275;2280;hbx9_M0877_1.02;0.00166;1;602
chr1;2275;2280;gtaE_M0773_1.02;0.00057;1;1766
chr1;2275;2280;gbfA_M1673_1.02;0.00023;1;4289
chr1;2275;2280;hbx10_M0878_1.02;0.00032;1;3127
chr1;2275;2280;DDB_G0270590_M1714_1.02;0.00228;1;439
chr5;1715;1725;mybG_M1351_1.02;0.00026;2;7662
chr5;1715;1725;hbx5-1_M0873_1.02;0.00019;2;10702
chr5;1715;1725;gbfA_M1673_1.02;0.00023;1;4289
chr5;1715;1725;mybE_M1349_1.02;0.00171;1;584
chr5;1715;1725;hbx10_M0878_1.02;0.00032;1;3127
chr4;755;769;hbx5-1_M0873_1.02;0.00019;2;10702
chr4;755;769;bzpH_M0283_1.02;0.00036;2;5514
chr4;755;769;gbfA_M1673_1.02;0.00117;5;4289
chr4;755;769;hbx5-2_M0874_1.02;0.00033;1;3073
chr4;755;769;mybV_M1348_1.02;0.00041;1;2436
chr5;1592;1601;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;1592;1601;stkA_M0775_1.02;0.00172;1;583
chr5;1592;1601;hbx5-2_M0874_1.02;0.00033;1;3073
chr1;193;208;bzpH_M0283_1.02;0.00036;2;5514
chr3;955;962;hbx10_M0878_1.02;0.00032;1;3127
chr2;2921;2927;hbx5-1_M0873_1.02;0.00028;3;10702
chr2;2921;2927;hbx9_M0877_1.02;0.00166;1;602
chr2;2921;2927;bzpH_M0283_1.02;0.00036;2;5514
chr2;2921;2927;gbfA_M1673_1.02;0.00023;1;4289
chr2;2921;2927;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;2921;2927;gtaG_M0774_1.02;0.00578;1;173
chr5;646;652;mybG_M1351_1.02;0.00013;1;7662
chr5;646;652;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;646;652;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;556;571;hbx5-1_M0873_1.02;0.00019;2;10702
chr3;556;571;hbx5-2_M0874_1.02;0.00033;1;3073
chr5;337;349;hbx5-1_M0873_1.02;0.00019;2;10702
chr5;337;349;DDB_G0270590_M1714_1.02;0.00228;1;439
